latitude,longitude,area_in_meters,confidence,geometry,full_plus_code,tile_id
-11.93877787,-75.26024228,82.9333,0.7355,"POLYGON((-75.2601908485026 -11.9388086273777, -75.2602264072747 -11.9387207135663, -75.2602937134504 -11.9387471093959, -75.2602581546968 -11.9388350232152, -75.2601908485026 -11.9388086273777))",57W63P6Q+FWJR,911
-11.93855556,-75.26077717,64.0695,0.6517,"POLYGON((-75.260723938053 -11.9385648095066, -75.2607477098291 -11.9385109292282, -75.2608304014185 -11.9385463032633, -75.2608066296559 -11.9386001835481, -75.260723938053 -11.9385648095066))",57W63P6Q+HMHJ,911
-11.93700565,-75.26000245,280.2751,0.8204,"POLYGON((-75.2599062 -11.937055, -75.2599566 -11.9369088, -75.2600987 -11.9369563, -75.2600483 -11.9371025, -75.2599062 -11.937055))",57W63P7Q+5XXQ,911
-11.93272357,-75.2610739,15.0025,0.7133,"POLYGON((-75.2610558058903 -11.9327426480094, -75.2610645656915 -11.9326991424566, -75.2610919934759 -11.9327044973486, -75.261083233679 -11.9327480029022, -75.2610558058903 -11.9327426480094))",57W63P8Q+WH74,911
-11.93703197,-75.25799224,68.5226,0.7317,"POLYGON((-75.2579561745369 -11.9370719458175, -75.2579605746528 -11.9369885357427, -75.2580283025933 -11.9369919999911, -75.2580239024981 -11.9370754100666, -75.2579561745369 -11.9370719458175))",57W63P7R+5RJJ,911
-11.89619475,-75.2683344,79.5701,0.6779,"POLYGON((-75.2682805219355 -11.8962177082597, -75.2683251802738 -11.8961376568191, -75.2683882871553 -11.8961718027468, -75.26834362883 -11.8962518541969, -75.2682805219355 -11.8962177082597))",57W64P3J+GMF7,911
-11.93873081,-75.26082541,28.7272,0.7698,"POLYGON((-75.2607910714538 -11.9387391187097, -75.2608081495228 -11.9387004101549, -75.2608597587036 -11.9387224876462, -75.2608426806407 -11.9387611962039, -75.2607910714538 -11.9387391187097))",57W63P6Q+GM3P,911
-11.93326092,-75.26699387,39.2193,0.8714,"POLYGON((-75.2669619755592 -11.9332856435844, -75.2669697603179 -11.9332287830769, -75.2670257597514 -11.933236217145, -75.2670179750057 -11.9332930776546, -75.2669619755592 -11.9332856435844))",57W63P8M+M6RC,911
-11.93575736,-75.25914332,22.8256,0.6796,"POLYGON((-75.2591088052978 -11.9357619493, -75.2591184569412 -11.935733331675, -75.2591778415124 -11.9357527513456, -75.2591681898747 -11.9357813689725, -75.2591088052978 -11.9357619493))",57W63P7R+M8XM,911
-11.9371569,-75.26272825,16.0742,0.6747,"POLYGON((-75.2627066279535 -11.937172513606, -75.2627207983865 -11.9371315420658, -75.2627498595094 -11.9371412876821, -75.2627356890803 -11.9371822592236, -75.2627066279535 -11.937172513606))",57W63P7P+4WJP,911
-11.93745042,-75.25858811,59.472,0.7684,"POLYGON((-75.2585392037624 -11.937465740052, -75.258557756875 -11.9374096678044, -75.2586370203203 -11.9374350972428, -75.2586184672224 -11.9374911694953, -75.2585392037624 -11.937465740052))",57W63P7R+2H7R,911
-11.93462168,-75.26167918,63.1967,0.7792,"POLYGON((-75.2616365944867 -11.9346547073197, -75.2616672154872 -11.934569616656, -75.261721761072 -11.9345886493966, -75.2616911400866 -11.9346737400659, -75.2616365944867 -11.9346547073197))",57W63P8Q+5843,911
-11.90069518,-75.26700169,28.5949,0.7443,"POLYGON((-75.2669667088081 -11.9006952746259, -75.2669947690073 -11.9006614141654, -75.2670366649119 -11.9006950873145, -75.2670086047141 -11.9007289477787, -75.2669667088081 -11.9006952746259))",57W63PXM+P5H5,911
-11.93413979,-75.26014514,52.7205,0.7822,"POLYGON((-75.2600889391209 -11.9341374936422, -75.2601066088869 -11.9340994462025, -75.260201341548 -11.9341421052234, -75.2601836717925 -11.9341801526687, -75.2600889391209 -11.9341374936422))",57W63P8Q+8WXF,911
-11.93436775,-75.25851223,79.3497,0.6983,"POLYGON((-75.2584542030584 -11.9343606217956, -75.2585061287039 -11.9343104799087, -75.2585702595317 -11.9343748750637, -75.2585183338873 -11.9344250169626, -75.2584542030584 -11.9343606217956))",57W63P8R+7H58,911
-11.93329385,-75.24925357,9.6702,0.7191,"POLYGON((-75.2492375190066 -11.9333063012956, -75.2492374962899 -11.9332814321006, -75.2492696397564 -11.9332814036291, -75.249269662476 -11.933306272824, -75.2492375190066 -11.9333063012956))",57W63Q82+M7Q9,911
-11.93834614,-75.26353655,14.7047,0.6507,"POLYGON((-75.2635248108456 -11.938368401048, -75.2635186852624 -11.9383282691565, -75.2635483056601 -11.9383238854533, -75.2635544312475 -11.9383640173441, -75.2635248108456 -11.938368401048))",57W63P6P+MH85,911
-11.89612571,-75.2683509,22.5319,0.6783,"POLYGON((-75.2683216214708 -11.8961355628693, -75.2683364939589 -11.8960987578527, -75.2683801757335 -11.8961158779372, -75.2683653032504 -11.8961526829559, -75.2683216214708 -11.8961355628693))",57W64P3J+GMRX,911
-11.93434882,-75.24558905,70.2885,0.8892,"POLYGON((-75.2455287342338 -11.934357923642, -75.2455449176118 -11.9343073152417, -75.2456493710967 -11.9343397025244, -75.2456331877363 -11.9343903109302, -75.2455287342338 -11.934357923642))",57W63Q83+7Q72,911
-11.93997677,-75.26154718,53.11,0.7611,"POLYGON((-75.261497764017 -11.939976128413, -75.2615276071442 -11.939932095293, -75.2615965909751 -11.9399774266878, -75.2615667478542 -11.9400214598148, -75.261497764017 -11.939976128413))",57W63P6Q+294V,911
-11.92263009,-75.24982902,340.837,0.8417,"POLYGON((-75.2497603216609 -11.9227511891939, -75.2497641620241 -11.9224921695782, -75.2499075360674 -11.9224942309013, -75.2499065500724 -11.9225607353315, -75.2497932838686 -11.9225591068828, -75.2497921098598 -11.9226382904331, -75.2499053760964 -11.9226399188817, -75.2499036958403 -11.9227532505163, -75.2497603216609 -11.9227511891939))",57W63QG2+W3VM,911
-11.89909353,-75.23411554,11.7972,0.6571,"POLYGON((-75.2341053885608 -11.8991130569119, -75.2340965097615 -11.8990821143605, -75.2341256920882 -11.8990739928349, -75.2341345708904 -11.8991049353855, -75.2341053885608 -11.8991130569119))",57W64Q28+9967,911
-11.93633034,-75.2589569,82.1457,0.8118,"POLYGON((-75.2588973265184 -11.9363447896369, -75.2589195454219 -11.9362824052163, -75.2590164740946 -11.9363158784262, -75.2589942552119 -11.9363782628544, -75.2588973265184 -11.9363447896369))",57W63P7R+FC7M,911
-11.9337696,-75.26217339,14.8838,0.7168,"POLYGON((-75.2621487114369 -11.933778368566, -75.2621549485063 -11.9337512221419, -75.2621980646672 -11.9337608275331, -75.2621918276016 -11.9337879739579, -75.2621487114369 -11.933778368566))",57W63P8Q+F4W7,911
-11.9385738,-75.26553219,53.2043,0.7813,"POLYGON((-75.2654894581661 -11.9385522397485, -75.2655428072378 -11.938527690556, -75.2655749200628 -11.9385953548608, -75.2655215709805 -11.9386199040597, -75.2654894581661 -11.9385522397485))",57W63P6M+HQG5,911
-11.9359278,-75.25810314,43.305,0.7513,"POLYGON((-75.2580611876806 -11.9359565304172, -75.258112939723 -11.9358784082218, -75.2581450849215 -11.9358990558068, -75.2580933328827 -11.9359771780062, -75.2580611876806 -11.9359565304172))",57W63P7R+JQCW,911
-11.92784044,-75.25306356,16.7472,0.7662,"POLYGON((-75.2530426225496 -11.9278566032857, -75.2530447779441 -11.9278218858605, -75.2530845047744 -11.9278242774634, -75.253082349385 -11.9278589948887, -75.2530426225496 -11.9278566032857))",57W63PCW+VQ79,911
-11.93730423,-75.2560168,74.2856,0.7961,"POLYGON((-75.2559671990066 -11.9373325794005, -75.256005262992 -11.9372489124766, -75.2560663916884 -11.9372758775214, -75.2560283277187 -11.9373595444533, -75.2559671990066 -11.9373325794005))",57W63P7V+3HHV,911
-11.91991974,-75.24886375,60.1275,0.8116,"POLYGON((-75.2488262 -11.9199526, -75.2488291 -11.9198839, -75.2488781 -11.9198859, -75.2489013 -11.9198869, -75.2488984 -11.9199556, -75.2488262 -11.9199526))",57W63QJ2+2FJ7,911
-11.93636573,-75.26065672,24.866,0.7368,"POLYGON((-75.2606253024939 -11.9363751526154, -75.260639558503 -11.936338162306, -75.2606881327998 -11.9363563139156, -75.2606738767966 -11.9363933042273, -75.2606253024939 -11.9363751526154))",57W63P7Q+FP49,911
-11.90841471,-75.26077616,30.355,0.7777,"POLYGON((-75.2607364509685 -11.9084175921884, -75.2607974630141 -11.9083815809283, -75.2608158765061 -11.9084118363123, -75.2607548644562 -11.9084478475766, -75.2607364509685 -11.9084175921884))",57W63PRQ+JMQC,911
-11.93619716,-75.25694349,332.4335,0.8118,"POLYGON((-75.256893536126 -11.9362866662433, -75.2569139290037 -11.936227253136, -75.256842587485 -11.9362035100108, -75.2568853192203 -11.9360790143407, -75.2569902330337 -11.9361139306325, -75.2569771874839 -11.9361519379095, -75.2570430353941 -11.9361738526804, -75.2569929564132 -11.9363197542084, -75.256893536126 -11.9362866662433))",57W63P7V+G6F5,911
-11.93630461,-75.25813682,51.241,0.7456,"POLYGON((-75.2580938562449 -11.9363516669645, -75.2581319605404 -11.9362556134355, -75.2581785762565 -11.9362735439094, -75.2581526417165 -11.9363389198839, -75.2581264813722 -11.9363288574554, -75.2581143116283 -11.9363595350145, -75.2580938562449 -11.9363516669645))",57W63P7R+FPHW,911
-11.90075794,-75.26570087,95.8109,0.7008,"POLYGON((-75.2656908332943 -11.9007174278986, -75.2656965039402 -11.900745029685, -75.2657783321415 -11.900728724982, -75.2657868970182 -11.9007704143248, -75.2656445072079 -11.9007987862336, -75.2656302717115 -11.9007294950984, -75.2656908332943 -11.9007174278986))",57W63PXM+MPVP,911
-11.9365363,-75.2598413,163.3906,0.7972,"POLYGON((-75.2598848556272 -11.9365665833247, -75.2598714333278 -11.9366063597391, -75.25976263562 -11.9365707622507, -75.2597866047046 -11.9364997309637, -75.2598350367812 -11.9365155774464, -75.259839830629 -11.9365013710853, -75.2597913985547 -11.9364855246034, -75.259800091549 -11.9364597633, -75.2599088892159 -11.9364953607749, -75.2598954023862 -11.9365353284437, -75.2599202095026 -11.9365434450692, -75.2599096627462 -11.936574699951, -75.2598848556272 -11.9365665833247))",57W63P7R+93MC,911
-11.90884411,-75.26204846,43.0112,0.7938,"POLYGON((-75.2620059807408 -11.9088433571651, -75.2620493418874 -11.9088022761292, -75.262090938686 -11.9088448562767, -75.2620475775392 -11.9088859373189, -75.2620059807408 -11.9088433571651))",57W63PRQ+F587,911
-11.89799373,-75.2666527,134.0465,0.8757,"POLYGON((-75.2665709273047 -11.8980034571429, -75.2665988032942 -11.8979323951805, -75.2667344674261 -11.8979840107751, -75.266706591467 -11.8980550727484, -75.2665709273047 -11.8980034571429))",57W64P2M+R856,911
-11.93996318,-75.26090436,44.8627,0.7844,"POLYGON((-75.2608599198626 -11.9399669346986, -75.2608864041197 -11.9399229692083, -75.2609488031716 -11.9399594144489, -75.2609223189208 -11.9400033799446, -75.2608599198626 -11.9399669346986))",57W63P6Q+2J9C,911
-11.92141187,-75.24949281,53.3516,0.8197,"POLYGON((-75.2494463403774 -11.9214236454195, -75.2494703927442 -11.9213700973257, -75.2495392735659 -11.921400099949, -75.24951522121 -11.9214536480482, -75.2494463403774 -11.9214236454195))",57W63QH2+C6JC,911
-11.93031933,-75.24594549,158.8539,0.8103,"POLYGON((-75.2459503391367 -11.9302351443996, -75.2460252427961 -11.9302886427686, -75.2459406278017 -11.9304035184847, -75.2458657241218 -11.9303500200935, -75.2459503391367 -11.9302351443996))",57W63Q93+VJF8,911
-11.93008291,-75.2579274,17.9676,0.7279,"POLYGON((-75.2578990258759 -11.9300928012874, -75.2579033240817 -11.9300651273215, -75.2579557672879 -11.9300730254444, -75.2579514690873 -11.930100699411, -75.2578990258759 -11.9300928012874))",57W63P9R+XR8M,911
-11.92806096,-75.25214904,30.5131,0.7736,"POLYGON((-75.2521819458332 -11.9280806918291, -75.2521151155942 -11.9280789417879, -75.252116134106 -11.9280412267548, -75.2521829643358 -11.9280429767954, -75.2521819458332 -11.9280806918291))",57W63PCX+Q4HC,911
-11.92271613,-75.25191055,119.7426,0.9103,"POLYGON((-75.2518341868461 -11.9227444268485, -75.2518387802342 -11.9226779132306, -75.2519869072866 -11.9226878329245, -75.2519823139344 -11.9227543465441, -75.2518341868461 -11.9227444268485))",57W63PGX+W689,911
-11.93667897,-75.26006925,99.5854,0.8502,"POLYGON((-75.2600128695668 -11.9367119049491, -75.2600498339063 -11.936617310978, -75.2601256375579 -11.9366460324812, -75.2600886732411 -11.9367406264615, -75.2600128695668 -11.9367119049491))",57W63P7Q+8XFX,911
-11.93418904,-75.26037986,71.7201,0.775,"POLYGON((-75.2603289671818 -11.9342165340677, -75.260377762113 -11.9341319184515, -75.2604307445151 -11.9341615436679, -75.260381949593 -11.9342461592928, -75.2603289671818 -11.9342165340677))",57W63P8Q+8RHH,911
-11.93971826,-75.2597356,29.6709,0.6858,"POLYGON((-75.259708483318 -11.9397469339517, -75.2597294155195 -11.9396795652232, -75.2597627074262 -11.9396895948086, -75.2597417752325 -11.9397569635393, -75.259708483318 -11.9397469339517))",57W63P6R+4467,911
-11.93665082,-75.25877657,12.2969,0.7264,"POLYGON((-75.2587575559724 -11.9366652592665, -75.2587718476143 -11.9366276354442, -75.2587955497248 -11.9366363652377, -75.2587812580859 -11.9366739890612, -75.2587575559724 -11.9366652592665))",57W63P7R+8FQR,911
-11.90919757,-75.26139528,50.7162,0.7714,"POLYGON((-75.2614155690904 -11.9091362119449, -75.2614437855388 -11.9091541871191, -75.2613749853922 -11.9092589253935, -75.2613467689372 -11.9092409502127, -75.2614155690904 -11.9091362119449))",57W63PRQ+8CH3,911
-11.93363919,-75.260351,41.9838,0.6983,"POLYGON((-75.2603114706223 -11.9336536196613, -75.2603314767042 -11.9336024094676, -75.2603905113396 -11.933624771947, -75.2603705052658 -11.9336759821441, -75.2603114706223 -11.9336536196613))",57W63P8Q+GVRH,911
-11.91979174,-75.25074237,56.7594,0.8428,"POLYGON((-75.2506961181828 -11.9198083452092, -75.2507172519756 -11.9197500417798, -75.2507886284658 -11.9197751312138, -75.2507674946869 -11.9198334346478, -75.2506961181828 -11.9198083452092))",57W63PJX+3PJ6,911
-11.93747152,-75.25708027,33.655,0.7644,"POLYGON((-75.2570416673019 -11.9374793435966, -75.2570570012339 -11.937440203421, -75.2571188739736 -11.9374637065187, -75.2571035400493 -11.9375028466979, -75.2570416673019 -11.9374793435966))",57W63P7V+2573,911
-11.89823427,-75.26896276,103.0015,0.7953,"POLYGON((-75.268896373368 -11.8982350011074, -75.2689490143253 -11.8981702988752, -75.2690291477361 -11.8982335313694, -75.2689765067857 -11.898298233617, -75.268896373368 -11.8982350011074))",57W64P2J+PC3J,911
-11.93412457,-75.25982877,311.21,0.8008,"POLYGON((-75.2596789496914 -11.9341636703098, -75.2597084956036 -11.9340861918378, -75.2597716022413 -11.9341095262689, -75.259756482853 -11.934149173987, -75.2598242126041 -11.9341742178493, -75.2598700012876 -11.9340541456263, -75.2597797841748 -11.9340207867969, -75.259791164942 -11.9339909428812, -75.2599474424971 -11.9340487283051, -75.2598758465948 -11.9342364752261, -75.2596789496914 -11.9341636703098))",57W63P8R+9333,911
-11.89661067,-75.26957256,109.7512,0.8469,"POLYGON((-75.2695041914172 -11.8966257042567, -75.269547953135 -11.8965570568863, -75.2695751005431 -11.8965738420797, -75.2695872135727 -11.8965548408128, -75.2696401868456 -11.8965875940772, -75.2695843121131 -11.8966752427289, -75.2695041914172 -11.8966257042567))",57W64P3J+953G,911
-11.9324714,-75.2626212,16.7029,0.7549,"POLYGON((-75.2625990278752 -11.9324856598602, -75.262606029488 -11.9324500239083, -75.2626433769381 -11.9324571390229, -75.2626363753299 -11.9324927749756, -75.2625990278752 -11.9324856598602))",57W63P9P+2X62,911
-11.9376037,-75.2602059,109.8751,0.7704,"POLYGON((-75.2602462461478 -11.9376638875434, -75.2600973953843 -11.9375924675454, -75.2601124505993 -11.9375619767968, -75.2602236786883 -11.9376152278094, -75.2602384968432 -11.9375852171373, -75.2602084012086 -11.9375708087061, -75.2602205472377 -11.9375462097936, -75.2602882996749 -11.9375787180369, -75.2602462461478 -11.9376638875434))",57W63P6Q+XW3V,911
-11.93912157,-75.26498437,16.0997,0.7318,"POLYGON((-75.2649784318502 -11.939153580699, -75.2649689317546 -11.9390927996563, -75.2649903217037 -11.9390895580561, -75.264999821804 -11.9391503390979, -75.2649784318502 -11.939153580699))",57W63P6P+9224,911
-11.90051742,-75.23334244,34.5698,0.8268,"POLYGON((-75.23330499701 -11.9005074537775, -75.2333620807947 -11.9004844906829, -75.2333798733165 -11.9005273884451, -75.2333227895245 -11.9005503515434, -75.23330499701 -11.9005074537775))",57W63QX8+QMV6,911
-11.89867371,-75.23416719,28.5043,0.748,"POLYGON((-75.234154084923 -11.8987096593669, -75.2341461152306 -11.8986416467488, -75.234180300337 -11.8986377615781, -75.234188270038 -11.8987057741949, -75.234154084923 -11.8987096593669))",57W64Q28+G8P4,911
-11.93376234,-75.24945272,36.307,0.7585,"POLYGON((-75.2494212270494 -11.9337944165704, -75.249422276871 -11.9337652765925, -75.2494405860269 -11.933765916182, -75.2494422132658 -11.9337207487038, -75.2494753726801 -11.9337219070512, -75.2494726956309 -11.9337962145073, -75.2494212270494 -11.9337944165704))",57W63Q82+F6VG,911
-11.89893788,-75.23589531,34.0546,0.7125,"POLYGON((-75.2358606592276 -11.8989229482217, -75.2359090419043 -11.8989031770733, -75.235929953056 -11.8989528083966, -75.2358815703717 -11.8989725795489, -75.2358606592276 -11.8989229482217))",57W64Q27+CJHF,911
-11.93723346,-75.25638749,344.7583,0.8579,"POLYGON((-75.2562728759783 -11.9372838628477, -75.2563388028763 -11.9371712467911, -75.2563839613529 -11.9371968796718, -75.2563916115514 -11.9371838116235, -75.2563464530761 -11.9371581787443, -75.2563753710276 -11.937108781179, -75.2565009210129 -11.9371800459005, -75.2563984260185 -11.9373551276117, -75.2562728759783 -11.9372838628477))",57W63P7V+4C5P,911
-11.93573142,-75.2473369,18.3462,0.7122,"POLYGON((-75.2473102461354 -11.9357406678984, -75.2473207381622 -11.9357085808102, -75.2473635632054 -11.9357221585523, -75.2473530711834 -11.9357542456421, -75.2473102461354 -11.9357406678984))",57W63Q73+P33J,911
-11.92897451,-75.24630475,7.4514,0.6564,"POLYGON((-75.2462901901103 -11.9289845230983, -75.2462964820382 -11.9289590308214, -75.2463192967014 -11.9289644910623, -75.2463130047754 -11.9289899833397, -75.2462901901103 -11.9289845230983))",57W63QC3+CF82,911
-11.93101577,-75.24830396,47.6042,0.807,"POLYGON((-75.2482531820079 -11.931014854403, -75.248272577641 -11.9309764544166, -75.248354731857 -11.9310166907745, -75.2483353362351 -11.9310550907647, -75.2482531820079 -11.931014854403))",57W63Q92+HMW7,911
-11.92857024,-75.26053314,328.0988,0.8164,"POLYGON((-75.2604316462861 -11.9286314165213, -75.2604490903132 -11.9284872947902, -75.2606346393503 -11.9285090718277, -75.2606171954204 -11.9286531935684, -75.2604316462861 -11.9286314165213))",57W63PCQ+HQG5,911
-11.93849409,-75.26121015,236.0407,0.8386,"POLYGON((-75.2611083862353 -11.9385439286589, -75.2611309261632 -11.9384855311867, -75.2611783453168 -11.9385032773264, -75.2612058455045 -11.9384320285199, -75.2611584263615 -11.9384142823846, -75.2611698844989 -11.938384596094, -75.2612980959024 -11.9384325778927, -75.2612365977071 -11.9385919104847, -75.2611083862353 -11.9385439286589))",57W63P6Q+JG37,911
-11.93750527,-75.25824258,107.2134,0.7459,"POLYGON((-75.2581885656372 -11.9375527281889, -75.2582288766513 -11.937435280805, -75.2582966029219 -11.9374578196883, -75.2582562919346 -11.9375752670814, -75.2581885656372 -11.9375527281889))",57W63P6R+XPRJ,911
-11.93299512,-75.26024982,142.7963,0.8058,"POLYGON((-75.260166667004 -11.9330072216816, -75.2601953717 -11.9329320611763, -75.2603329643487 -11.9329830139539, -75.2603042596857 -11.9330581744721, -75.260166667004 -11.9330072216816))",57W63P8Q+RW22,911
-11.92984354,-75.24523021,24.8479,0.7928,"POLYGON((-75.245198169424 -11.9298505551916, -75.2452152205489 -11.9298147711242, -75.2452622634399 -11.9298365070001, -75.24524521232 -11.9298722910699, -75.245198169424 -11.9298505551916))",57W63QC3+3W68,911
-11.90077971,-75.23350382,56.1241,0.7681,"POLYGON((-75.2334550488506 -11.9007716048907, -75.2334985969012 -11.9007312787881, -75.2335525772647 -11.9007878157226, -75.2335090292136 -11.9008281418332, -75.2334550488506 -11.9007716048907))",57W63QX8+MHQX,911
-11.90261096,-75.26510955,9.3733,0.6566,"POLYGON((-75.2650964042682 -11.9026266554074, -75.265099944854 -11.9025929284778, -75.2651226730723 -11.902595242522, -75.2651191324895 -11.902628969452, -75.2650964042682 -11.9026266554074))",57W63PWM+XX2F,911
-11.93597511,-75.25946553,435.0263,0.8694,"POLYGON((-75.2594648332643 -11.9360738924967, -75.2594781379933 -11.9360387636526, -75.2594189477876 -11.9360170270379, -75.259405643052 -11.9360521558794, -75.2593309847726 -11.9360247388498, -75.2593935944538 -11.9358594289085, -75.2595971495865 -11.9359341811326, -75.2595345400137 -11.9360994911161, -75.2594648332643 -11.9360738924967))",57W63P7R+J63R,911
-11.93618733,-75.26028809,85.2637,0.6853,"POLYGON((-75.2602224659412 -11.9361933501124, -75.2602443255426 -11.93613724731, -75.260343191114 -11.9361745982788, -75.2603336338825 -11.9361991269985, -75.2603525509755 -11.9362062737861, -75.2603402486249 -11.9362378478774, -75.2602224659412 -11.9361933501124))",57W63P7Q+GVGH,911
-11.93824207,-75.25859436,8.8131,0.6558,"POLYGON((-75.2585794353764 -11.9382540466346, -75.2585833207643 -11.9382265119619, -75.2586092785092 -11.938230063479, -75.2586053931238 -11.938257598152, -75.2585794353764 -11.9382540466346))",57W63P6R+PH29,911
-11.92096181,-75.2496133,33.7064,0.8351,"POLYGON((-75.2495877514817 -11.9209910403091, -75.2495958016042 -11.9209273136964, -75.2496388561858 -11.9209325878097, -75.2496308060735 -11.9209963144234, -75.2495877514817 -11.9209910403091))",57W63QH2+J56F,911
-11.9366953,-75.2587375,71.1915,0.7068,"POLYGON((-75.2587950830738 -11.9367369362485, -75.2586660608573 -11.9366947655119, -75.2586799106355 -11.9366536795476, -75.2588089328353 -11.9366958502791, -75.2587950830738 -11.9367369362485))",57W63P7R+8GC3,911
-11.93989773,-75.26093933,18.7482,0.6635,"POLYGON((-75.2609406665584 -11.9398648377051, -75.2609638031741 -11.9398753010292, -75.2609380013984 -11.9399306191023, -75.2609148647803 -11.9399201557777, -75.2609406665584 -11.9398648377051))",57W63P6Q+2JV5,911
-11.93355092,-75.26128897,98.2508,0.8833,"POLYGON((-75.2612367720489 -11.933590468203, -75.2612669755997 -11.9334897852051, -75.2613411688356 -11.9335113663182, -75.2613109653099 -11.9336120493235, -75.2612367720489 -11.933590468203))",57W63P8Q+HFGX,911
-11.92178696,-75.24709915,35.3432,0.8006,"POLYGON((-75.2470586008762 -11.9217838034891, -75.247119978299 -11.9217525534066, -75.247139698184 -11.9217901118663, -75.2470783207547 -11.9218213619521, -75.2470586008762 -11.9217838034891))",57W63QH3+75JH,911
-11.93883364,-75.25942384,45.4554,0.7318,"POLYGON((-75.2593781499908 -11.938846029553, -75.2593890437682 -11.9388019574891, -75.2594695358898 -11.9388212486756, -75.2594586421245 -11.9388653207426, -75.2593781499908 -11.938846029553))",57W63P6R+F68M,911
-11.90885258,-75.26016895,138.6565,0.7642,"POLYGON((-75.260143464345 -11.9089229616351, -75.2601059081064 -11.9087800121058, -75.2601435376693 -11.9087704243587, -75.2601531270445 -11.9088069241955, -75.2601936344866 -11.9087966031785, -75.2602069524188 -11.9088472948986, -75.260225796189 -11.9088424936336, -75.2602404451555 -11.9088982515956, -75.260143464345 -11.9089229616351))",57W63PRQ+FW4W,911
-11.93650685,-75.26295549,27.2874,0.7341,"POLYGON((-75.2629226862607 -11.9365190043149, -75.262932107748 -11.936481131097, -75.262988296021 -11.9364946839599, -75.2629788745409 -11.9365325571793, -75.2629226862607 -11.9365190043149))",57W63P7P+9RVM,911
-11.9383211,-75.25733675,11.4358,0.6961,"POLYGON((-75.2573158321712 -11.9383284594985, -75.2573246482856 -11.9383027526102, -75.2573576580334 -11.938313729068, -75.2573488419217 -11.9383394359573, -75.2573158321712 -11.9383284594985))",57W63P6V+M3F2,911
-11.90304868,-75.26715734,38.7886,0.6881,"POLYGON((-75.2671341948761 -11.9030841116608, -75.2671359181764 -11.903012219416, -75.2671804887954 -11.9030132555904, -75.2671787655069 -11.9030851478352, -75.2671341948761 -11.9030841116608))",57W63PWM+Q4P5,911
-11.93985175,-75.25854627,49.6309,0.7021,"POLYGON((-75.2585173361998 -11.9398800027502, -75.2585188263946 -11.9398600863676, -75.2585062964382 -11.9398591773556, -75.2585091483294 -11.9398210619823, -75.2585837659814 -11.9398264752686, -75.2585794239105 -11.9398845070253, -75.2585173361998 -11.9398800027502))",57W63P6R+3H4W,911
-11.93236228,-75.26085922,20.4944,0.7014,"POLYGON((-75.2608358866123 -11.9323799794002, -75.2608445107192 -11.9323371478979, -75.2608825684079 -11.9323445781717, -75.2608739443066 -11.9323874096749, -75.2608358866123 -11.9323799794002))",57W63P9Q+3M2G,911
-11.89896216,-75.26854027,100.6139,0.8762,"POLYGON((-75.2685062133595 -11.8989792871006, -75.2684889562424 -11.8990044636979, -75.2684665706533 -11.8989895817546, -75.2685272711715 -11.8989010250914, -75.2686085154129 -11.8989550362545, -75.2685650720247 -11.8990184163332, -75.2685062133595 -11.8989792871006))",57W64P2J+CH8G,911
-11.92067543,-75.24935153,363.324,0.8183,"POLYGON((-75.2492364253761 -11.9207323130684, -75.2492617579767 -11.9205196514452, -75.2493232559737 -11.9205267554133, -75.249307273774 -11.9206609227696, -75.2495259878198 -11.9206861875043, -75.2495217736883 -11.9207215645085, -75.2495073652704 -11.9207199001267, -75.249502229109 -11.9207630173998, -75.2492364253761 -11.9207323130684))",57W63QH2+P7CX,911
-11.93646846,-75.25883128,22.0362,0.6525,"POLYGON((-75.2588043087396 -11.9364823094887, -75.2588177840168 -11.9364416094149, -75.258858241263 -11.9364545972606, -75.2588447659911 -11.9364952973361, -75.2588043087396 -11.9364823094887))",57W63P7R+CF77,911
-11.93261782,-75.26086141,51.2722,0.7156,"POLYGON((-75.2608077097966 -11.9326287245799, -75.2608159952005 -11.9325875752982, -75.2609150989877 -11.9326069240154, -75.2609068135982 -11.9326480732997, -75.2608077097966 -11.9326287245799))",57W63P8Q+XM27,911
-11.93722026,-75.26044739,95.1167,0.7785,"POLYGON((-75.260467398533 -11.937235547841, -75.2604579105341 -11.9372605855991, -75.260370886612 -11.9372286103503, -75.2603924678918 -11.9371716598302, -75.260540464411 -11.9372260382539, -75.2605283711525 -11.937257951024, -75.260467398533 -11.937235547841))",57W63P7Q+4R74,911
-11.9332074,-75.25959713,72.2149,0.755,"POLYGON((-75.2595394818067 -11.9332208218771, -75.2595563148829 -11.933165126146, -75.2596547761328 -11.9331939807852, -75.2596379430745 -11.9332496765218, -75.2595394818067 -11.9332208218771))",57W63P8R+P56Q,911
-11.93870689,-75.26208548,36.049,0.7433,"POLYGON((-75.2620582353597 -11.9386749430345, -75.2621478995328 -11.9387090788736, -75.2621398810847 -11.9387295004851, -75.262070304172 -11.9387030120234, -75.2620554210795 -11.9387409166726, -75.2620353338109 -11.9387332692918, -75.2620582353597 -11.9386749430345))",57W63P6Q+G57M,911
