latitude,longitude,area_in_meters,confidence,geometry,full_plus_code,tile_id
-11.93986311,-75.25986475,36.6742,0.6632,"POLYGON((-75.2598282 -11.9398791, -75.2598394 -11.9398327, -75.2598714 -11.9398402, -75.2599013 -11.9398471, -75.2598901 -11.9398935, -75.2598282 -11.9398791))",57W63P6R+332F,911
-11.91986894,-75.24893248,91.8144,0.7126,"POLYGON((-75.2489313532698 -11.9197409859761, -75.2489579800409 -11.9197448613991, -75.248934641874 -11.9199003571984, -75.2489643694675 -11.9199046839308, -75.2489556157717 -11.919963007402, -75.2488992613805 -11.9199548052432, -75.2489313532698 -11.9197409859761))",57W63QJ2+3C46,911
-11.93254492,-75.26084402,11.5518,0.714,"POLYGON((-75.2608228477424 -11.9325535422863, -75.2608277924163 -11.9325289846573, -75.2608652064953 -11.9325362892711, -75.2608602618246 -11.9325608469006, -75.2608228477424 -11.9325535422863))",57W63P8Q+XMJ9,911
-11.93004861,-75.24627676,108.5273,0.8622,"POLYGON((-75.2462291293685 -11.9300040311916, -75.246280589939 -11.9300390374079, -75.2463145224004 -11.929990668727, -75.2463537943345 -11.9300173835707, -75.2462875927301 -11.9301117499724, -75.2461968602134 -11.9300500288973, -75.2462291293685 -11.9300040311916))",57W63Q93+XFQ2,911
-11.93689611,-75.2600226,96.6322,0.8174,"POLYGON((-75.2599531708352 -11.9369065459429, -75.2599743694524 -11.9368458307627, -75.2600920291749 -11.9368856630088, -75.2600708305808 -11.936946378197, -75.2599531708352 -11.9369065459429))",57W63P7Q+6XX3,911
-11.90811726,-75.25993317,60.0791,0.86,"POLYGON((-75.2598853153975 -11.9080981077752, -75.259935881357 -11.9080664584049, -75.2599810261755 -11.908136408983, -75.2599304602089 -11.9081680583614, -75.2598853153975 -11.9080981077752))",57W63PRR+Q246,911
-11.89936661,-75.26866649,32.6949,0.7588,"POLYGON((-75.2686263591445 -11.8993948906037, -75.2686834568137 -11.8993209725349, -75.268706614327 -11.8993383216884, -75.2686495166612 -11.8994122397609, -75.2686263591445 -11.8993948906037))",57W64P2J+7G48,911
-11.93866879,-75.26536382,70.0844,0.8181,"POLYGON((-75.2653006689042 -11.9386767787873, -75.2654013730271 -11.9386181703851, -75.2654269650068 -11.9386608069646, -75.2653262608741 -11.9387194153761, -75.2653006689042 -11.9386767787873))",57W63P6M+GVJ7,911
-11.9333069,-75.25144551,94.1683,0.8043,"POLYGON((-75.2513786934551 -11.9333321617132, -75.2513832129117 -11.9332722012256, -75.2515123262118 -11.9332816374707, -75.2515078067834 -11.9333415979627, -75.2513786934551 -11.9333321617132))",57W63P8X+MCFP,911
-11.9360217,-75.26078608,164.8245,0.8088,"POLYGON((-75.2607121606206 -11.9361192560311, -75.2607945136623 -11.9359080561495, -75.2608625631295 -11.9359337844065, -75.2608260203881 -11.9360275008144, -75.260784167424 -11.9360116769772, -75.2607608995585 -11.9360713489809, -75.2608027525308 -11.9360871728214, -75.2607802101345 -11.9361449843077, -75.2607121606206 -11.9361192560311))",57W63P7Q+HMW5,911
-11.92885962,-75.24613651,202.0819,0.8223,"POLYGON((-75.2460531795338 -11.928899662768, -75.2461100599227 -11.9287721054138, -75.2462198490852 -11.9288195776178, -75.2461629687389 -11.9289471349933, -75.2460531795338 -11.928899662768))",57W63QC3+FG5P,911
-11.92738991,-75.25282915,98.5518,0.8687,"POLYGON((-75.252760730796 -11.9273959124037, -75.2527908810095 -11.9273337321688, -75.2528975718978 -11.9273838962693, -75.2528674217035 -11.9274460765148, -75.252760730796 -11.9273959124037))",57W63PFW+2VVF,911
-11.93223258,-75.26071917,57.7577,0.8071,"POLYGON((-75.2606693203037 -11.9322495703344, -75.260679673821 -11.9321981498796, -75.2607690134004 -11.9322155923379, -75.2607586598996 -11.9322670127952, -75.2606693203037 -11.9322495703344))",57W63P9Q+4P2Q,911
-11.93957432,-75.26063047,41.9693,0.8051,"POLYGON((-75.2605729487443 -11.9395659226547, -75.2605858141413 -11.9395376425192, -75.2606879917156 -11.9395827122981, -75.2606751263274 -11.9396109924379, -75.2605729487443 -11.9395659226547))",57W63P6Q+5PH5,911
-11.9387204,-75.25904389,89.0146,0.806,"POLYGON((-75.2589794575357 -11.9387379364961, -75.2589936612573 -11.9386769633489, -75.259108312438 -11.9387028593532, -75.2590941087408 -11.9387638325056, -75.2589794575357 -11.9387379364961))",57W63P6R+G984,911
-11.93475995,-75.2609315,10.691,0.6513,"POLYGON((-75.2609097626317 -11.9347676146845, -75.2609132007106 -11.9347460743495, -75.2609532402961 -11.9347522709957, -75.2609498022201 -11.9347738113311, -75.2609097626317 -11.9347676146845))",57W63P8Q+3JWJ,911
-11.93124635,-75.25344187,44.9447,0.7593,"POLYGON((-75.2534347989558 -11.9313091570242, -75.2534189389067 -11.9311873221708, -75.2534489404068 -11.9311835352044, -75.2534648004688 -11.9313053700559, -75.2534347989558 -11.9313091570242))",57W63P9W+GJ35,911
-11.9346288,-75.2618802,24.3276,0.7765,"POLYGON((-75.2618496519 -11.9346405647844, -75.2618592173049 -11.9346039674949, -75.2619107537997 -11.9346170284077, -75.2619011884015 -11.9346536256986, -75.2618496519 -11.9346405647844))",57W63P8Q+46XX,911
-11.93705734,-75.26042531,49.2347,0.8549,"POLYGON((-75.260395281504 -11.9370993374892, -75.2604172996292 -11.9370453560312, -75.2603920100881 -11.9370353543461, -75.2604033943364 -11.9370074437784, -75.2604628607271 -11.9370309619581, -75.2604294583647 -11.9371128539889, -75.260395281504 -11.9370993374892))",57W63P7Q+5RGM,911
-11.93330135,-75.26005797,85.4245,0.7236,"POLYGON((-75.2599915556489 -11.9333077512748, -75.2600133546572 -11.9332524837388, -75.2601243772036 -11.9332949443507, -75.2601025782144 -11.9333502118955, -75.2599915556489 -11.9333077512748))",57W63P8Q+MXGR,911
-11.92375682,-75.24812715,39.9066,0.7427,"POLYGON((-75.2480862991678 -11.9237395049813, -75.2481203120381 -11.9237135457964, -75.248167999272 -11.9237741348168, -75.2481339863988 -11.9238000940073, -75.2480862991678 -11.9237395049813))",57W63QG2+FPXQ,911
-11.93002615,-75.24935713,24.2695,0.7336,"POLYGON((-75.2493260348702 -11.9300369940995, -75.2493358302317 -11.9300013288234, -75.249388246839 -11.9300152881005, -75.249378451484 -11.9300509533782, -75.2493260348702 -11.9300369940995))",57W63Q92+X7JW,911
-11.93461076,-75.26150882,21.6563,0.7242,"POLYGON((-75.2614771484588 -11.9346146923538, -75.2614909137594 -11.9345847282357, -75.2615405098982 -11.9346068203046, -75.2615267446021 -11.9346367844249, -75.2614771484588 -11.9346146923538))",57W63P8Q+595G,911
-11.93325064,-75.24908246,57.0187,0.6957,"POLYGON((-75.2490274822484 -11.9332765237632, -75.2490262380303 -11.9332428759167, -75.2490613739832 -11.93324161612, -75.2490606772966 -11.9332227754316, -75.2491278331033 -11.933220367553, -75.2491297740252 -11.9332728560868, -75.2490274822484 -11.9332765237632))",57W63Q82+M9VV,911
-11.89672958,-75.26975409,42.3637,0.7938,"POLYGON((-75.2697136272233 -11.8967412522094, -75.2697415348538 -11.8966899410081, -75.2697945612314 -11.8967179134131, -75.2697666536083 -11.8967692246195, -75.2697136272233 -11.8967412522094))",57W64P3J+835X,911
-11.93467786,-75.26189239,20.1185,0.6876,"POLYGON((-75.2618648533683 -11.9346871718921, -75.2618852218177 -11.9346500733703, -75.2619199115474 -11.934668540798, -75.2618995431018 -11.9347056393227, -75.2618648533683 -11.9346871718921))",57W63P8Q+46HV,911
-11.93494035,-75.26159099,178.885,0.8113,"POLYGON((-75.2615158518731 -11.9349767648409, -75.2615651916355 -11.9348463492683, -75.261627426683 -11.9348691792677, -75.2616092148507 -11.9349173170903, -75.2616683911137 -11.9349390250047, -75.2616372632257 -11.9350213027699, -75.2615158518731 -11.9349767648409))",57W63P8Q+29F6,911
-11.93827411,-75.26578193,72.1752,0.8109,"POLYGON((-75.2657326567629 -11.9382492096868, -75.2658145664753 -11.9382300517854, -75.2658311991311 -11.9382990029065, -75.2657492893995 -11.9383181608128, -75.2657326567629 -11.9382492096868))",57W63P6M+MMW5,911
-11.90024857,-75.26755995,33.0476,0.6988,"POLYGON((-75.2675635670106 -11.9002051252928, -75.2675937292434 -11.9002204054792, -75.2675563240348 -11.9002920169742, -75.2675261617957 -11.9002767367844, -75.2675635670106 -11.9002051252928))",57W63PXJ+WX42,911
-11.89862616,-75.23412185,19.5756,0.666,"POLYGON((-75.2341017739566 -11.8986466861716, -75.2340975543271 -11.8986106761837, -75.2341418955959 -11.8986056367617, -75.2341461152306 -11.8986416467488, -75.2341017739566 -11.8986466861716))",57W64Q28+G9RR,911
-11.93822398,-75.2588565,22.4568,0.7594,"POLYGON((-75.2588356785313 -11.9382471232072, -75.2588401156865 -11.9381976057176, -75.258877315945 -11.9382008378142, -75.2588728787965 -11.938250355304, -75.2588356785313 -11.9382471232072))",57W63P6R+PF64,911
-11.910177,-75.25984495,44.1511,0.6727,"POLYGON((-75.2598063 -11.9101401, -75.2598392 -11.9101243, -75.2598504 -11.9101469, -75.2598836 -11.9102139, -75.2598507 -11.9102297, -75.2598063 -11.9101401))",57W63PQR+W3CX,911
-11.93326501,-75.25598701,35.3084,0.7115,"POLYGON((-75.2559583967449 -11.9332909832318, -75.255967043806 -11.9332321265185, -75.2560156177901 -11.9332390461788, -75.2560069707393 -11.9332979028935, -75.2559583967449 -11.9332909832318))",57W63P8V+MJR7,911
-11.93562136,-75.26205944,99.3079,0.8215,"POLYGON((-75.2620087480131 -11.935643531897, -75.2620232537165 -11.9356085748453, -75.2619920983514 -11.9355960394494, -75.262005750614 -11.9355631390912, -75.2621254701503 -11.9356113083537, -75.2620973122061 -11.9356791657733, -75.2620087480131 -11.935643531897))",57W63P7Q+Q542,911
-11.93936847,-75.26465865,47.66,0.7432,"POLYGON((-75.2645883668571 -11.9393676327741, -75.2647232410974 -11.9393411867363, -75.264728923173 -11.9393692839895, -75.2645940489193 -11.9393957300291, -75.2645883668571 -11.9393676327741))",57W63P6P+7449,911
-11.93759952,-75.26045313,68.9706,0.7181,"POLYGON((-75.2604045978659 -11.9376223848618, -75.2604291050568 -11.9375521067271, -75.2605016758768 -11.9375766442008, -75.260477168702 -11.9376469223436, -75.2604045978659 -11.9376223848618))",57W63P6Q+XR73,911
-11.93702145,-75.25612893,153.6779,0.7669,"POLYGON((-75.2561197013696 -11.9371103555032, -75.2560639692762 -11.9369590410848, -75.2561381661081 -11.9369325434494, -75.2561938982345 -11.9370838578524, -75.2561197013696 -11.9371103555032))",57W63P7V+5GX5,911
-11.90303344,-75.26739148,206.099,0.8665,"POLYGON((-75.2674009 -11.9030648, -75.2673995 -11.9031158, -75.267326 -11.9031138, -75.2673302 -11.9029687, -75.2674713 -11.9029726, -75.2674686 -11.9030666, -75.2674009 -11.9030648))",57W63PWM+Q2QM,911
-11.90672306,-75.25978048,36.9036,0.8051,"POLYGON((-75.2597719596438 -11.9066842942882, -75.2598155362826 -11.9067035382342, -75.2597889987701 -11.9067618175843, -75.2597454221232 -11.9067425736343, -75.2597719596438 -11.9066842942882))",57W63PVR+8392,911
-11.92008795,-75.25106964,31.7059,0.8055,"POLYGON((-75.25103472333 -11.9200986273595, -75.2510555595356 -11.9200547201905, -75.2511045506854 -11.9200772652956, -75.2510837144857 -11.920121172468, -75.25103472333 -11.9200986273595))",57W63PHX+XH7H,911
-11.93310318,-75.25136836,57.5552,0.8017,"POLYGON((-75.2513304455182 -11.9331343319341, -75.2513421639797 -11.9330619674362, -75.2514062806398 -11.9330720350128, -75.2513945621949 -11.9331443995129, -75.2513304455182 -11.9331343319341))",57W63P8X+QF2R,911
-11.90845621,-75.26052565,15.6485,0.7123,"POLYGON((-75.2605069516258 -11.9084737521295, -75.2605113084446 -11.9084350564745, -75.2605443288191 -11.9084386620808, -75.2605399720045 -11.9084773577362, -75.2605069516258 -11.9084737521295))",57W63PRQ+JQ9J,911
-11.90460509,-75.26728563,55.3144,0.768,"POLYGON((-75.267223120634 -11.9046366693791, -75.2672943156346 -11.9045887256003, -75.2672781840427 -11.9045654930938, -75.2673068436641 -11.9045461932666, -75.2673400082557 -11.9045939564621, -75.2672401536275 -11.9046612000765, -75.267223120634 -11.9046366693791))",57W63PWM+534Q,911
-11.93999966,-75.26213546,136.0541,0.8949,"POLYGON((-75.2620859839386 -11.9400793667531, -75.2621223367895 -11.9399071455737, -75.2621849383434 -11.9399199577743, -75.2621485855306 -11.9400921789609, -75.2620859839386 -11.9400793667531))",57W63P6Q+2454,911
-11.89763452,-75.26881162,114.7906,0.8977,"POLYGON((-75.2687448259191 -11.8976627963809, -75.2688129604305 -11.8975629389041, -75.2688784175072 -11.8976062567939, -75.268810283008 -11.8977061142839, -75.2687448259191 -11.8976627963809))",57W64P2J+WFWJ,911
-11.93222908,-75.26025032,18.6398,0.7392,"POLYGON((-75.2602202204987 -11.932237816434, -75.2602250135239 -11.9322108309741, -75.2602804176404 -11.9322203728512, -75.2602756246207 -11.9322473583119, -75.2602202204987 -11.932237816434))",57W63P9Q+4V5X,911
-11.89950633,-75.26778224,109.878,0.8558,"POLYGON((-75.2677187070043 -11.8995742390882, -75.2678001757504 -11.8994156930673, -75.267845779275 -11.8994384205938, -75.2677643105495 -11.8995969666273, -75.2677187070043 -11.8995742390882))",57W64P2J+5VWQ,911
-11.91057464,-75.26056868,19.4022,0.6782,"POLYGON((-75.2605396016667 -11.910570200534, -75.2605827907868 -11.9105492143181, -75.2605977531647 -11.910579076608, -75.2605545640409 -11.9106000628261, -75.2605396016667 -11.910570200534))",57W63PQQ+QQF5,911
-11.93997138,-75.25931744,19.8257,0.688,"POLYGON((-75.2592940096808 -11.9399892753771, -75.259307838006 -11.9399437587213, -75.2593408872127 -11.9399534939736, -75.2593270588923 -11.9399990106309, -75.2592940096808 -11.9399892753771))",57W63P6R+2775,911
-11.93596791,-75.25654573,52.6921,0.8134,"POLYGON((-75.2564863781487 -11.9359856180965, -75.2564868334066 -11.9359487866072, -75.2566050785042 -11.9359502037508, -75.2566046232622 -11.93598703524, -75.2564863781487 -11.9359856180965))",57W63P7V+J988,911
-11.92523665,-75.25055845,18.3653,0.7709,"POLYGON((-75.2505452892896 -11.9252623887671, -75.250540620536 -11.9252137961149, -75.2505715848279 -11.9252109112428, -75.2505762535868 -11.9252595038944, -75.2505452892896 -11.9252623887671))",57W63PFX+WQ4C,911
-11.93330389,-75.26139497,59.1644,0.8047,"POLYGON((-75.2613262746243 -11.9333037542265, -75.2613366298545 -11.9332681752895, -75.2614636586362 -11.9333040243063, -75.2614533034213 -11.9333396032473, -75.2613262746243 -11.9333037542265))",57W63P8Q+MCHV,911
-11.89623788,-75.26987083,9.9284,0.6922,"POLYGON((-75.2698508093497 -11.8962481238004, -75.2698507891599 -11.8962276437939, -75.2698908579318 -11.8962276054789, -75.2698908781249 -11.8962480854856, -75.2698508093497 -11.8962481238004))",57W64P3J+G32C,911
-11.9292177,-75.25627933,56.2209,0.8084,"POLYGON((-75.2562213307416 -11.9292059478076, -75.2562448675145 -11.9291706520786, -75.2563371991083 -11.9292293428727, -75.2563139440421 -11.9292648176718, -75.2562213307416 -11.9292059478076))",57W63PCV+8F96,911
-11.90642827,-75.25933405,273.2529,0.8436,"POLYGON((-75.2592400612649 -11.906479446651, -75.2592925475407 -11.9063307253976, -75.2594280479283 -11.9063771030454, -75.2593755617184 -11.906525824322, -75.2592400612649 -11.906479446651))",57W63PVR+C7FV,911
-11.937494,-75.25727157,37.27,0.6671,"POLYGON((-75.257236396352 -11.9375121960165, -75.2572579204898 -11.9374572550998, -75.2573067335023 -11.9374757972649, -75.2572852093727 -11.937530738185, -75.257236396352 -11.9375121960165))",57W63P7V+2357,911
-11.91075175,-75.26045785,95.5046,0.7713,"POLYGON((-75.2604344332819 -11.9107538559469, -75.2603968983609 -11.9107833786115, -75.2603763827459 -11.9107580829348, -75.260461335851 -11.9106912640259, -75.2605275307831 -11.9107728820772, -75.2604801125932 -11.9108101783355, -75.2604344332819 -11.9107538559469))",57W63PQQ+MRVV,911
-11.92916404,-75.25213377,21.0653,0.7295,"POLYGON((-75.2521154252177 -11.9291881504437, -75.2521166796092 -11.929139036406, -75.252152111757 -11.9291399139037, -75.2521508573719 -11.929189027941, -75.2521154252177 -11.9291881504437))",57W63PCX+84QG,911
-11.90429573,-75.26440165,54.8947,0.7495,"POLYGON((-75.2643517980299 -11.9042816613851, -75.2643881670712 -11.9042464155283, -75.2644515003934 -11.904309796464, -75.2644151313514 -11.9043450423293, -75.2643517980299 -11.9042816613851))",57W63PWP+76Q2,911
-11.93953043,-75.25864463,56.2078,0.7412,"POLYGON((-75.2585906544979 -11.9395526045739, -75.2585951842657 -11.9395125103532, -75.2586513027666 -11.9395186577078, -75.2586547163073 -11.9394884434585, -75.258687993223 -11.9394920886865, -75.2586800499314 -11.9395623971574, -75.2585906544979 -11.9395526045739))",57W63P6R+5GQM,911
-11.92145475,-75.24763654,110.2075,0.8637,"POLYGON((-75.2475713278598 -11.9214651945964, -75.2476301678902 -11.9214347356648, -75.2476094986982 -11.9213960162474, -75.2476489760125 -11.9213755805443, -75.247700099267 -11.921471349243, -75.247601781904 -11.9215222438914, -75.2475713278598 -11.9214651945964))",57W63QH2+CW9W,911
-11.93775766,-75.25975699,62.7801,0.7462,"POLYGON((-75.2597024857557 -11.9377746272676, -75.2597163482901 -11.9377329925138, -75.2597468106589 -11.9377428268361, -75.2597562942183 -11.9377143438843, -75.2598050373366 -11.9377300798656, -75.2597816912588 -11.9378001975767, -75.2597024857557 -11.9377746272676))",57W63P6R+V3XQ,911
-11.93663859,-75.26026716,80.0632,0.8547,"POLYGON((-75.2602009056422 -11.9366427915603, -75.2602210424619 -11.9365915630472, -75.2603334034132 -11.9366343875318, -75.2603132666117 -11.9366856160524, -75.2602009056422 -11.9366427915603))",57W63P7Q+8VXF,911
-11.93849866,-75.26143216,70.261,0.8238,"POLYGON((-75.2613762158512 -11.9385092008281, -75.2613990980714 -11.9384529844148, -75.2614881161505 -11.9384881165762, -75.2614652339459 -11.9385443329962, -75.2613762158512 -11.9385092008281))",57W63P6Q+JC42,911
-11.93934337,-75.26497258,25.6774,0.7037,"POLYGON((-75.2649283602451 -11.9393410054364, -75.2650108529501 -11.9393214144734, -75.2650168089963 -11.9393457312848, -75.2649343162849 -11.9393653222496, -75.2649283602451 -11.9393410054364))",57W63P6P+7269,911
-11.93802614,-75.2591226,35.9283,0.7511,"POLYGON((-75.2590833232966 -11.9380359615528, -75.2590978908775 -11.9379945110931, -75.2591618801354 -11.9380163162066, -75.2591473125631 -11.9380577666694, -75.2590833232966 -11.9380359615528))",57W63P6R+Q9JR,911
-11.91992925,-75.24973137,29.4734,0.7294,"POLYGON((-75.2497038195508 -11.9199510966464, -75.2497135178014 -11.9198991808028, -75.2497589091554 -11.9199074035792, -75.2497492109131 -11.9199593194242, -75.2497038195508 -11.9199510966464))",57W63QJ2+24CW,911
-11.93851457,-75.25799351,86.649,0.8655,"POLYGON((-75.2579221826675 -11.9385186292735, -75.2579405280253 -11.9384673779798, -75.2580648443744 -11.9385105240333, -75.2580464990377 -11.9385617753338, -75.2579221826675 -11.9385186292735))",57W63P6R+HRRC,911
-11.89810505,-75.23780294,177.3261,0.7061,"POLYGON((-75.2377427935612 -11.8980465574403, -75.2378672871409 -11.8980384769097, -75.2378714449065 -11.8981006050496, -75.2378448397079 -11.8981023319236, -75.2378495287015 -11.898172398094, -75.2377516402666 -11.8981787517553, -75.2377427935612 -11.8980465574403))",57W64Q26+QV4M,911
-11.9355187,-75.26049526,36.4375,0.6677,"POLYGON((-75.2604471657894 -11.9355188219357, -75.2604591015965 -11.9354874773833, -75.2605433525645 -11.9355185849407, -75.2605314167659 -11.9355499294965, -75.2604471657894 -11.9355188219357))",57W63P7Q+QRR6,911
-11.92181134,-75.2471725,10.318,0.7321,"POLYGON((-75.2471535750414 -11.9218026325338, -75.2471835576555 -11.9217939015368, -75.2471914130062 -11.9218200602923, -75.2471614303893 -11.9218287912902, -75.2471535750414 -11.9218026325338))",57W63QH3+74GF,911
-11.92791398,-75.25281856,11.9594,0.8208,"POLYGON((-75.2528029876054 -11.9279301707491, -75.252805649487 -11.9278956700682, -75.2528341393748 -11.9278978015306, -75.2528314774967 -11.9279323022117, -75.2528029876054 -11.9279301707491))",57W63PCW+RVMH,911
-11.90352679,-75.26530498,35.8692,0.8254,"POLYGON((-75.2652601438207 -11.9035335034119, -75.2652694495168 -11.903499044758, -75.2653498044189 -11.9035200906754, -75.2653404987322 -11.9035545493318, -75.2652601438207 -11.9035335034119))",57W63PWM+HVPR,911
-11.92076276,-75.24965551,113.9819,0.8708,"POLYGON((-75.2495869991186 -11.9208048837996, -75.2496707344332 -11.9206846501188, -75.2497240296486 -11.9207206432776, -75.2496402943464 -11.9208408769741, -75.2495869991186 -11.9208048837996))",57W63QH2+M4XC,911
-11.93637913,-75.26024829,15.6909,0.7239,"POLYGON((-75.2602284031446 -11.936395705018, -75.2602367487098 -11.936356134551, -75.2602681727273 -11.9363625606121, -75.2602598271665 -11.9364021310799, -75.2602284031446 -11.936395705018))",57W63P7Q+CWRR,911
-11.93314166,-75.26142673,82.5217,0.8075,"POLYGON((-75.2613798503915 -11.9331790334043, -75.2614049252575 -11.9330862909659, -75.261473610826 -11.9331042976853, -75.2614485359818 -11.9331970401293, -75.2613798503915 -11.9331790334043))",57W63P8Q+PCW7,911
-11.93245893,-75.26115436,99.3184,0.7266,"POLYGON((-75.2611094577795 -11.9325096527562, -75.2611285996897 -11.9323966094249, -75.2611992624287 -11.9324082116656, -75.2611801205475 -11.9325212550009, -75.2611094577795 -11.9325096527562))",57W63P9Q+2G9J,911
-11.93017127,-75.24057242,16.356,0.6728,"POLYGON((-75.2405475125741 -11.9301848623075, -75.2405474886627 -11.9301577322529, -75.2405973239928 -11.9301576896584, -75.2405973479091 -11.9301848197129, -75.2405475125741 -11.9301848623075))",57W63Q95+WQM4,911
-11.93409236,-75.26129563,78.6469,0.8297,"POLYGON((-75.2613309555143 -11.9340160934914, -75.2613623608024 -11.9340403140219, -75.261260307918 -11.9341686210595, -75.2612289026267 -11.9341444005195, -75.2613309555143 -11.9340160934914))",57W63P8Q+9F88,911
-11.93625101,-75.25963208,106.4788,0.7009,"POLYGON((-75.2595771102132 -11.9362966123636, -75.2596195844608 -11.9361813097844, -75.2596870469915 -11.936205405967, -75.2596445727699 -11.936320708556, -75.2595771102132 -11.9362966123636))",57W63P7R+F4XX,911
-11.93134796,-75.25322442,11.767,0.7523,"POLYGON((-75.2532117181422 -11.931368301379, -75.2532139406239 -11.9313264207955, -75.2532371029057 -11.9313276126453, -75.2532348804271 -11.9313694932288, -75.2532117181422 -11.931368301379))",57W63P9W+FP65,911
-11.92099638,-75.24900279,60.1672,0.7675,"POLYGON((-75.2489580474322 -11.9210204471707, -75.2489683905848 -11.9209593098798, -75.2490475424794 -11.9209722953076, -75.2490371993443 -11.921033432601, -75.2489580474322 -11.9210204471707))",57W63QH2+J955,911
-11.93317407,-75.25048018,10.5494,0.6637,"POLYGON((-75.2504641300926 -11.9331876486477, -75.2504641051891 -11.9331605186192, -75.2504962486383 -11.9331604900078, -75.250496273545 -11.9331876200363, -75.2504641300926 -11.9331876486477))",57W63P8X+PRJ4,911
-11.90360162,-75.26555701,73.4289,0.8362,"POLYGON((-75.265506354752 -11.9036244377539, -75.2655280645611 -11.90355475712, -75.2656076713408 -11.9035788117501, -75.2655859615504 -11.9036484923896, -75.265506354752 -11.9036244377539))",57W63PWM+HQ4R,911
-11.93619095,-75.26087927,4.8628,0.6543,"POLYGON((-75.2608674604674 -11.9362058179514, -75.2608806962175 -11.9361721348693, -75.2608910763695 -11.9361760898076, -75.2608778406204 -11.9362097728901, -75.2608674604674 -11.9362058179514))",57W63P7Q+GJH9,911
-11.93614141,-75.26307457,74.5727,0.6593,"POLYGON((-75.2630292759857 -11.9361740114975, -75.2630464394858 -11.9360936075607, -75.2631198650782 -11.9361088051666, -75.263102701599 -11.9361892091075, -75.2630292759857 -11.9361740114975))",57W63P7P+GQV8,911
-11.93730547,-75.26269847,55.0162,0.8145,"POLYGON((-75.2626556354148 -11.937326927112, -75.2626761828271 -11.9372635460869, -75.2627413023712 -11.9372840154694, -75.2627207549727 -11.9373473964988, -75.2626556354148 -11.937326927112))",57W63P7P+3WFP,911
-11.93227201,-75.26013255,55.635,0.6723,"POLYGON((-75.2600917880079 -11.9322977236098, -75.260103071735 -11.9322341946874, -75.2601733152778 -11.9322462922872, -75.2601620315668 -11.9323098212117, -75.2600917880079 -11.9322977236098))",57W63P9Q+3WX5,911
-11.93034852,-75.25772841,19.686,0.6667,"POLYGON((-75.257709453303 -11.9303746052466, -75.2577196978286 -11.9303176030235, -75.2577473789931 -11.9303224269707, -75.2577371344732 -11.9303794291946, -75.257709453303 -11.9303746052466))",57W63P9R+VW64,911
-11.90820533,-75.2598023,104.1084,0.8907,"POLYGON((-75.2597347362089 -11.9082027713444, -75.2598246644747 -11.908142490002, -75.259869862905 -11.9082078822921, -75.2597799346298 -11.9082681636479, -75.2597347362089 -11.9082027713444))",57W63PRR+P38M,911
-11.92079359,-75.24619876,24.5475,0.7963,"POLYGON((-75.2461692852398 -11.9208072771889, -75.2461781320693 -11.9207687431181, -75.2462282289192 -11.9207798963887, -75.2462193820968 -11.920818430461, -75.2461692852398 -11.9208072771889))",57W63QH3+MGM8,911
-11.92874389,-75.25550991,223.1818,0.8184,"POLYGON((-75.2554177933459 -11.9288096695157, -75.2554309874018 -11.9287600964102, -75.2554689775342 -11.928769900927, -75.2554745832825 -11.9287488388264, -75.255520204195 -11.9287606126919, -75.2555275486912 -11.9287330176835, -75.2554819277844 -11.928721243819, -75.2554872459042 -11.9287012623984, -75.2554492557787 -11.9286914578832, -75.2554624248699 -11.9286419785329, -75.2555884276451 -11.9286744973849, -75.255543796194 -11.9288421883858, -75.2554177933459 -11.9288096695157))",57W63PCV+GQ58,911
-11.89987375,-75.267589,82.5504,0.831,"POLYGON((-75.2675341526525 -11.8998963480861, -75.267577383906 -11.899816326644, -75.2676438384402 -11.8998511469787, -75.267600607201 -11.8999311684308, -75.2675341526525 -11.8998963480861))",57W64P2J+3X32,911
-11.90451778,-75.25784457,67.6535,0.7406,"POLYGON((-75.2577982072042 -11.9045450628725, -75.2578282727937 -11.9044670712008, -75.2578909398287 -11.9044905006707, -75.2578608742556 -11.904568492349, -75.2577982072042 -11.9045450628725))",57W63PWR+5VR9,911
-11.93957799,-75.26002873,123.4652,0.8083,"POLYGON((-75.2599504701149 -11.9395918544213, -75.2599723396976 -11.9395227768715, -75.260107004846 -11.9395641146117, -75.260085135294 -11.9396331921724, -75.2599504701149 -11.9395918544213))",57W63P6Q+5X9R,911
-11.90751849,-75.26021027,14.3455,0.6716,"POLYGON((-75.260186263889 -11.9075110705203, -75.2602248263482 -11.907498293114, -75.2602342634024 -11.9075259148279, -75.2601957009399 -11.9075386922354, -75.260186263889 -11.9075110705203))",57W63PRQ+XWV7,911
-11.92773217,-75.25212941,49.7284,0.8451,"POLYGON((-75.2520881872507 -11.9277556281535, -75.2520913987984 -11.9277039343306, -75.2521706218617 -11.9277087069092, -75.2521674103292 -11.9277604007332, -75.2520881872507 -11.9277556281535))",57W63PCX+W45Q,911
-11.90127174,-75.26652419,109.0011,0.7453,"POLYGON((-75.2664587191654 -11.901302556196, -75.2665294465488 -11.9012004629236, -75.2665896639474 -11.9012409228244, -75.2665189365766 -11.9013430161114, -75.2664587191654 -11.901302556196))",57W63PXM+F9X2,911
